"No"	"Study_ID"	"Sample_No"	"Sample_NoR"	"Reference"	"Publication_Year"	"Publication_Type"	"Design_for_Effect_Size"	"Effect_Size_Design_Code"	"Study_Design_Code"	"Experiment_Dummy"	"PrePost_within_Experiment_Dummy"	"Treatment_PrePost_Dummy"	"Control_PrePost_Dummy"	"Control_Random_Assignment_Dummy"	"Pharmacologic_vs._Psychosocial_intervention"	"Intervention_Type_Code"	"Clinical_vs._Nonclinical"	"Sample_Type_Code"	"Intervention_Type"	"Intervention_Type_recode"	"Ongoing_Patient_Dummy"	"Pharmacological_Intervention_Dummy"	"CognitiveBehavioral_Therapy_Dummy"	"SupportiveHumanistic_Therapy_Dummy"	"Psychoanalytic_Therapy_Dummy"	"Hospitalization_NOS_Dummy"	"Mixed_Interventionn_Dummy"	"Other_Dummy"	"Client_mean_age"	"Sample_size"	"Male_N"	"Female_N"	"FemaleP"	"Overall_N"	"Treatment_N"	"Control_N"	"Full_Sample_Dummy"	"Longitudinal_Study_Dummy"	"Full_with_different_Followup_length"	"ExperimentControl_PrePost_Subsample_different_length_not_included"	"Subsample_responders"	"Subsample_nonresponders"	"Notes_on_Sample"	"Duration_of_intervention_weeks"	"Duration_of_Intervention"	"Followup_time"	"Followup_time_code"	"Long_term_followup"	"Personality_measure_used"	"Personality_domain_assessed"	"Direction"	"Direction_sign"	"N"	"E"	"O"	"A"	"C"	"Total_Scale"	"Client_type"	"Disorder_type"	"Disorder_Type_code"	"depression_dummy"	"anxiety_dummy"	"personaliity_disorder_dummy"	"eating_disorder_dummy"	"substance_use_dummy"	"mixed_disorders_dummy"	"other_dummy"	"Pretest_Control_Mean"	"Pretest_SD"	"Posttest_Treatment_Mean"	"Posttest_SD"	"Effect_Size_Cohens_d"	"Effect_Size_correct_direction"	"Effect_Size_recomputed"	"Effect_Size_recomputed_correct_direction"	"pvalue"	"Reliability_of_Criterion"	"Sample_SD_of_criterion"	"Population_SD_of_criterion"	"d_to_r"	"corrected_r"	"Corrected_Effect_Size_d"	"Notes"
"1435"	1482	129	214	210	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	30	30	30	NA	NA	NA	NA	NA	NA	"CBT + SL group"	"14 sessions"	14	"2 years"	3	1	"IIP-C"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"101.16"	"32.99"	"74.8"	"36.47"	NA	NA	-0.799030009093665	0.799030009093665	NA	"0.98"	NA	NA	NA	NA	NA	NA
"1436"	1483	129	215	211	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	34	34	34	NA	NA	NA	NA	NA	NA	"CBT + I/EP group"	"14 sessions"	14	"immediate after"	0	0	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"18.93"	"3.42"	"13.76"	"4.3"	NA	NA	-1.51169590643275	1.51169590643275	NA	"0.71"	NA	NA	NA	NA	NA	NA
"1437"	1484	129	215	211	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	34	34	34	NA	NA	NA	NA	NA	NA	"CBT + I/EP group"	"14 sessions"	14	"immediate after"	0	0	"IIP-C"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"89.85"	"35.51"	"73.22"	"42.84"	NA	NA	-0.468318783441284	0.468318783441284	NA	"0.98"	NA	NA	NA	NA	NA	NA
"1438"	1485	129	215	211	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	32	32	32	NA	NA	NA	NA	NA	NA	"CBT + I/EP group"	"14 sessions"	14	"6 months"	1	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"18.93"	"3.42"	"13.31"	"3.06"	NA	NA	-1.64327485380117	1.64327485380117	NA	"0.71"	NA	NA	NA	NA	NA	NA
"1439"	1486	129	215	211	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	32	32	32	NA	NA	NA	NA	NA	NA	"CBT + I/EP group"	"14 sessions"	14	"6 months"	1	1	"IIP-C"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"89.85"	"35.51"	"66.72"	"39.15"	NA	NA	-0.651365812447198	0.651365812447198	NA	"0.98"	NA	NA	NA	NA	NA	NA
"1440"	1487	129	215	211	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	33	33	33	NA	NA	NA	NA	NA	NA	"CBT + I/EP group"	"14 sessions"	14	"1 year"	2	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"18.93"	"3.42"	"13.3"	"3.23"	NA	NA	-1.64619883040936	1.64619883040936	NA	"0.71"	NA	NA	NA	NA	NA	NA
"1441"	1488	129	215	211	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	33	33	33	NA	NA	NA	NA	NA	NA	"CBT + I/EP group"	"14 sessions"	14	"1 year"	2	1	"IIP-C"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"89.85"	"35.51"	"65.61"	"36.6"	NA	NA	-0.682624612785131	0.682624612785131	NA	"0.98"	NA	NA	NA	NA	NA	NA
"1442"	1489	129	215	211	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	31	31	31	NA	NA	NA	NA	NA	NA	"CBT + I/EP group"	"14 sessions"	14	"2 years"	3	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"18.93"	"3.42"	"13.13"	"3.74"	NA	NA	-1.69590643274854	1.69590643274854	NA	"0.71"	NA	NA	NA	NA	NA	NA
"1443"	1490	129	215	211	"Newman, Castonguay, Borkovec, Fisher, Boswell, Szkodny, & Nordberg (2011)"	2011	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive-behavioral therapy + supportive listening (CBT+SL)/interpersonal and emotional processing therapy (CBT+I/EP)"	"mixed"	1	0	0	0	0	0	1	0	"37.409999999999997"	"CBT+SL: 40 at baseline, 35 termination, 31 6-month follow-up, 29 1-year follow-up 30 2-year follow-up;CBT+I/EP: 43 at baseline, 34 termination, 32 6-month follow-up, 33 1-year follow-up, 31 2-year follow-up"	"21"	"63"	75	31	31	31	NA	NA	NA	NA	NA	NA	"CBT + I/EP group"	"14 sessions"	14	"2 years"	3	1	"IIP-C"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"89.85"	"35.51"	"59.03"	"33.32"	NA	NA	-0.867924528301887	0.867924528301887	NA	"0.98"	NA	NA	NA	NA	NA	NA
"765"	777	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Dominance (Do)"	"+"	1	0	1	0	0	0	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"2.33"	"4.7"	0.495744680851064	0.495744680851064	0.5	0.5	"<0.01"	NA	NA	NA	0.240591455713754	NA	0.495744680851064	"posttest raw score - pretest raw score: 2.33      SD: 4.70      t(test of significance of difference of mean from zero): 4.29"
"766"	778	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Capacity for status (Cs)"	"+"	1	0	0	0	0	0	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"1.93"	"3.6"	0.536111111111111	0.536111111111111	0.54	0.54	"<0.01"	NA	NA	NA	0.258914897967108	NA	0.536111111111111	"posttest raw score - pretest raw score: 1.93      SD: 3.60      t(test of significance of difference of mean from zero): 4.64"
"767"	779	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Sociability (Sy)"	"+"	1	0	1	0	0	0	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"2.0499999999999998"	"3.96"	0.517676767676768	0.517676767676768	0.52	0.52	"<0.01"	NA	NA	NA	0.250580353410016	NA	0.517676767676768	"posttest raw score - pretest raw score: 2.05      SD: 3.96      t(test of significance of difference of mean from zero): 4.48"
"768"	780	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Social presence (Sp)"	"+"	1	0	1	0	0	0	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"2.89"	"5.26"	0.549429657794677	0.549429657794677	0.55	0.55	"<0.01"	NA	NA	NA	0.264900823679708	NA	0.549429657794677	"posttest raw score - pretest raw score: 2.89      SD: 5.26      t(test of significance of difference of mean from zero): 4.75"
"769"	781	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Self-acceptance (Sa)"	"+"	1	0	1	0	0	0	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"1.05"	"2.95"	0.355932203389831	0.355932203389831	0.36	0.36	"<0.01"	NA	NA	NA	0.175213062084299	NA	0.355932203389831	"posttest raw score - pretest raw score: 1.05      SD: 2.95      t(test of significance of difference of mean from zero): 3.08"
"770"	782	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Sense of well-being (Wb)"	"+"	1	1	0	0	0	1	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"2.12"	"5.05"	0.41980198019802	0.41980198019802	0.42	0.42	"<0.01"	NA	NA	NA	0.205424427773803	NA	0.41980198019802	"posttest raw score - pretest raw score: 2.12      SD: 5.05      t(test of significance of difference of mean from zero): 3.64"
"771"	783	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Responsibility (Re)"	"+"	1	1	0	0	0	1	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"1.1599999999999999"	"3.02"	0.384105960264901	0.384105960264901	0.38	0.38	"<0.01"	NA	NA	NA	0.188606168002475	NA	0.384105960264901	"posttest raw score - pretest raw score: 1.16      SD: 3.02      t(test of significance of difference of mean from zero): 3.32"
"772"	784	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Self-control (Sc)"	"+"	1	1	0	0	0	1	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"1.24"	"4.7"	0.263829787234043	0.263829787234043	0.3	0.3	"<0.05"	NA	NA	NA	0.130781898163846	NA	0.263829787234043	"posttest raw score - pretest raw score: 1.24      SD: 4.70      t(test of significance of difference of mean from zero): 2.62"
"773"	785	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Tolerance (To)"	"+"	1	0	0	1	0	0	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"1.68"	"4.1399999999999997"	0.405797101449275	0.405797101449275	0.41	0.41	"<0.01"	NA	NA	NA	0.198846786199029	NA	0.405797101449275	"posttest raw score - pretest raw score: 1.68      SD: 4.14      t(test of significance of difference of mean from zero): 3.51"
"774"	786	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Good impression (Gi)"	"+"	1	1	0	0	0	1	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"1.21"	"4.68"	0.258547008547009	0.258547008547009	0.25	0.25	"<0.05"	NA	NA	NA	0.128206671141712	NA	0.258547008547009	"posttest raw score - pretest raw score: 1.21      SD: 4.68      t(test of significance of difference of mean from zero): 2.18"
"775"	787	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Communality (Cm)"	"+"	1	0	0	0	1	0	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"0.13"	"3.01"	0.0431893687707641	0.0431893687707641	0.04	0.04	NA	NA	NA	NA	0.0215896510168875	NA	0.0431893687707641	"posttest raw score - pretest raw score: 0.13      SD: 3.01      t(test of significance of difference of mean from zero): 0.37"
"776"	788	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Achievement via conformance (Ac)"	"+"	1	0	0	0	0	1	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"1.64"	"4.01"	0.408977556109726	0.408977556109726	0.41	0.41	"<0.01"	NA	NA	NA	0.200342938336623	NA	0.408977556109726	"posttest raw score - pretest raw score: 1.64      SD: 4.01      t(test of significance of difference of mean from zero): 3.54"
"777"	789	58	108	109	"Nichols & Beck (1960)"	1960	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	75	75	75	0	0	0	1	0	0	"therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Intellectual efficiency (Ie)"	"+"	1	0	0	1	0	0	0	"healthy participants"	"problems such as alcoholism, homosexuality, lack of motivation to study, difficulties in interpersonal relationship"	8	0	0	0	0	0	0	0	NA	NA	"1.63"	"4.93"	0.330628803245436	0.330628803245436	0.33	0.33	"<0.01"	NA	NA	NA	0.16310074582543	NA	0.330628803245436	"posttest raw score - pretest raw score: 1.63      SD: 4.93      t(test of significance of difference of mean from zero): 2.86"
"778"	790	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Dominance (Do)"	"+"	1	0	1	0	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"1.59"	"5.32"	"2.88"	"5.2"	0.242481203007519	0.242481203007519	0.26	0.26	NA	NA	NA	NA	0.120359231336822	NA	0.242481203007519	"comparison of therapy and control change scores"
"779"	791	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Capacity for status (Cs)"	"+"	1	0	0	0	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"0.24"	"3.25"	"2.0699999999999998"	"4.08"	0.563076923076923	0.563076923076923	0.67	0.67	"<0.01"	NA	NA	NA	0.271002880269588	NA	0.563076923076923	"comparison of therapy and control change scores"
"780"	792	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Sociability (Sy)"	"+"	1	0	1	0	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"1.0900000000000001"	"4.18"	"2.4"	"4.4800000000000004"	0.313397129186603	0.313397129186603	0.29	0.29	NA	NA	NA	NA	0.154809460917618	NA	0.313397129186603	"comparison of therapy and control change scores"
"781"	793	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Social presence (Sp)"	"+"	1	0	1	0	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"1.62"	"4.8"	"3.71"	"5.52"	0.435416666666667	0.435416666666667	0.39	0.39	NA	NA	NA	NA	0.212725428511519	NA	0.435416666666667	"comparison of therapy and control change scores"
"782"	794	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Self-acceptance (Sa)"	"+"	1	0	1	0	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"0.14000000000000001"	"3.32"	"1.26"	"3.16"	0.337349397590361	0.337349397590361	0.35	0.35	NA	NA	NA	NA	0.166325220697962	NA	0.337349397590361	"comparison of therapy and control change scores"
"783"	795	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Sense of well-being (Wb)"	"+"	1	1	0	0	0	1	0	NA	NA	8	0	0	0	0	0	0	0	"2.69"	"3.31"	"2.64"	"5.74"	-0.0151057401812688	-0.0151057401812688	-0.1	-0.1	NA	NA	NA	NA	-0.0075526546699167	NA	-0.0151057401812688	"comparison of therapy and control change scores"
"784"	796	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Responsibility (Re)"	"+"	1	1	0	0	0	1	0	NA	NA	8	0	0	0	0	0	0	0	"1.19"	"4.42"	"0.6"	"3.07"	-0.133484162895928	-0.133484162895928	-0.26	-0.26	NA	NA	NA	NA	-0.0665939247559158	NA	-0.133484162895928	"comparison of therapy and control change scores"
